transaction_id,customer_id,transaction_date,transaction_type,amount
TXN-00000447,CUST-002981,2024-02-11,Renewal,38.99
TXN-00000448,CUST-003001,2023-01-01,Upgrade,237.45
TXN-00000449,CUST-002508,2023-02-05,Upgrade,66.47
TXN-00000450,CUST-002067,2023-10-19,Subscription,49.83
TXN-00000451,CUST-001757,2024-09-02,Add-on,41.0
TXN-00000452,CUST-004143,2023-01-17,Add-on,224.17
TXN-00000453,CUST-001757,2024-06-14,Add-on,23.01
TXN-00000454,CUST-002867,2023-05-19,Renewal,60.44
TXN-00000455,CUST-002871,2023-11-06,Subscription,151.85
TXN-00000456,CUST-002965,2023-01-07,Add-on,33.56
TXN-00000457,CUST-004001,2023-11-04,Renewal,503.25
TXN-00000458,CUST-004373,2023-08-16,Add-on,13.99
TXN-00000459,CUST-001401,2023-08-08,Upgrade,255.1
TXN-00000460,CUST-002864,2023-11-19,Upgrade,278.96
TXN-00000461,CUST-001164,2023-01-23,Add-on,16.67
TXN-00000462,CUST-004731,2024-12-07,Subscription,55.12
TXN-00000463,CUST-000579,2023-10-10,Subscription,508.83
TXN-00000464,CUST-004232,2024-07-20,Add-on,18.14
TXN-00000465,CUST-003830,2024-06-07,Renewal,54.57
TXN-00000466,CUST-001636,2024-07-23,Renewal,54.73
TXN-00000467,CUST-004131,2024-08-07,Add-on,23.01
TXN-00000468,CUST-002007,2024-08-08,Upgrade,252.93
TXN-00000469,CUST-001814,2023-06-08,Subscription,147.35
TXN-00000470,CUST-004053,2023-04-07,Upgrade,93.56
TXN-00000471,CUST-000574,2023-02-08,Subscription,146.55
TXN-00000472,CUST-002172,2024-04-16,Add-on,148.91
TXN-00000473,CUST-003634,2023-12-31,Subscription,56.79
TXN-00000474,CUST-003580,2023-06-09,Add-on,16.07
TXN-00000475,CUST-004788,2023-05-22,Add-on,23.31
TXN-00000476,CUST-002088,2023-09-29,Upgrade,256.05
TXN-00000477,CUST-002504,2024-01-11,Renewal,43.68
TXN-00000478,CUST-003527,2024-08-19,Renewal,49.12
TXN-00000479,CUST-002410,2023-09-13,Renewal,152.19
TXN-00000480,CUST-001250,2023-08-27,Renewal,58.72
TXN-00000481,CUST-003614,2023-09-20,Subscription,48.12
TXN-00000482,CUST-002356,2023-11-04,Upgrade,273.62
TXN-00000483,CUST-001241,2023-04-05,Subscription,501.44
TXN-00000484,CUST-003599,2024-08-07,Add-on,31.74
TXN-00000485,CUST-000073,2024-02-14,Subscription,48.34
TXN-00000486,CUST-000485,2024-08-05,Subscription,153.7
TXN-00000487,CUST-004585,2023-08-11,Subscription,495.53
TXN-00000488,CUST-002262,2023-03-21,Renewal,41.15
TXN-00000489,CUST-000423,2023-11-29,Upgrade,882.97
TXN-00000490,CUST-002408,2024-05-09,Subscription,492.22
TXN-00000491,CUST-002428,2023-06-27,Add-on,6.62
TXN-00000492,CUST-004477,2024-05-14,Upgrade,846.99
TXN-00000493,CUST-004243,2024-12-07,Subscription,146.36
TXN-00000494,CUST-004938,2024-12-20,Add-on,72.87
TXN-00000495,CUST-000386,2024-08-13,Subscription,151.51
TXN-00000496,CUST-004162,2023-04-08,Subscription,149.76
TXN-00000497,CUST-002128,2024-09-01,Add-on,22.11
TXN-00000498,CUST-002336,2024-10-19,Upgrade,64.91
TXN-00000499,CUST-004518,2023-11-04,Renewal,164.97
TXN-00000500,CUST-004596,2023-02-08,Renewal,55.78
TXN-00000501,CUST-004378,2024-08-13,Renewal,53.61
TXN-00000502,CUST-003168,2024-01-26,Upgrade,206.41
TXN-00000503,CUST-003506,2023-03-22,Subscription,153.09
TXN-00000504,CUST-003068,2023-02-27,Subscription,48.7
TXN-00000505,CUST-002782,2023-12-09,Renewal,49.36
TXN-00000506,CUST-002943,2023-12-23,Subscription,504.07
TXN-00000507,CUST-000072,2024-03-20,Renewal,155.71
TXN-00000508,CUST-004758,2024-03-02,Subscription,493.3
TXN-00000509,CUST-000257,2023-05-04,Subscription,57.66
TXN-00000510,CUST-001611,2023-08-21,Renewal,498.68
TXN-00000511,CUST-001318,2024-10-30,Add-on,56.64
TXN-00000512,CUST-001719,2024-09-08,Renewal,48.71
TXN-00000513,CUST-002694,2023-01-12,Add-on,28.55
TXN-00000514,CUST-001280,2024-10-11,Upgrade,82.3
TXN-00000515,CUST-001854,2024-10-09,Add-on,29.06
TXN-00000516,CUST-001298,2024-01-27,Renewal,57.26
TXN-00000517,CUST-000850,2023-02-25,Subscription,147.43
TXN-00000518,CUST-003143,2023-11-09,Renewal,154.41
TXN-00000519,CUST-004000,2024-06-20,Subscription,499.41
TXN-00000520,CUST-004120,2023-02-12,Upgrade,808.9
TXN-00000521,CUST-004592,2023-11-23,Renewal,54.2
TXN-00000522,CUST-000886,2024-07-06,Upgrade,67.91
TXN-00000523,CUST-000947,2024-08-01,Upgrade,83.74
TXN-00000524,CUST-000396,2023-06-03,Subscription,47.84
TXN-00000525,CUST-004954,2023-12-01,Add-on,8.14
TXN-00000526,CUST-004562,2024-05-29,Add-on,6.47
TXN-00000527,CUST-003908,2024-12-15,Upgrade,297.87
TXN-00000528,CUST-000215,2023-08-15,Upgrade,59.21
TXN-00000529,CUST-003805,2023-06-06,Subscription,148.02
TXN-00000530,CUST-001981,2023-02-21,Renewal,49.18
TXN-00000531,CUST-004927,2024-11-20,Subscription,44.41
TXN-00000532,CUST-003020,2024-02-07,Subscription,499.59
TXN-00000533,CUST-003877,2024-04-01,Upgrade,89.67
TXN-00000534,CUST-000396,2024-09-01,Upgrade,70.27
TXN-00000535,CUST-002320,2024-08-12,Subscription,492.8
TXN-00000536,CUST-000844,2024-05-31,Upgrade,63.27
TXN-00000537,CUST-001665,2023-04-03,Renewal,495.1
TXN-00000538,CUST-004012,2023-08-16,Add-on,14.71
TXN-00000539,CUST-001253,2024-03-18,Add-on,13.67
TXN-00000540,CUST-000205,2023-10-24,Subscription,510.01
TXN-00000541,CUST-000260,2024-02-08,Add-on,67.59
TXN-00000542,CUST-002536,2023-06-01,Upgrade,228.09
TXN-00000543,CUST-001297,2023-05-16,Upgrade,82.03
TXN-00000544,CUST-001721,2023-12-11,Add-on,34.16
TXN-00000545,CUST-003985,2023-03-26,Subscription,52.45
TXN-00000546,CUST-004872,2024-05-02,Subscription,151.13
TXN-00000547,CUST-001648,2024-08-08,Add-on,193.3
TXN-00000548,CUST-003417,2023-02-20,Upgrade,268.27
TXN-00000549,CUST-000297,2024-07-15,Subscription,42.83
TXN-00000550,CUST-002445,2024-02-13,Renewal,45.64
TXN-00000551,CUST-004248,2023-09-26,Renewal,47.54
TXN-00000552,CUST-001737,2023-03-29,Renewal,500.25
TXN-00000553,CUST-002147,2024-02-13,Subscription,151.76
TXN-00000554,CUST-000608,2024-05-28,Subscription,493.53
TXN-00000555,CUST-001089,2024-03-20,Add-on,66.54
TXN-00000556,CUST-001439,2024-12-15,Subscription,51.83
TXN-00000557,CUST-002194,2023-05-14,Add-on,15.08
TXN-00000558,CUST-003582,2023-05-19,Add-on,46.65
TXN-00000559,CUST-000577,2024-05-07,Upgrade,289.74
TXN-00000560,CUST-003287,2024-07-26,Subscription,53.58
TXN-00000561,CUST-003442,2023-07-22,Subscription,41.45
TXN-00000562,CUST-004915,2024-05-14,Renewal,47.13
TXN-00000563,CUST-000532,2024-02-09,Renewal,44.14
TXN-00000564,CUST-000350,2024-10-29,Upgrade,202.02
TXN-00000565,CUST-003583,2024-08-08,Upgrade,679.16
TXN-00000566,CUST-004861,2023-07-20,Upgrade,257.6
TXN-00000567,CUST-003894,2024-07-28,Upgrade,70.03
TXN-00000568,CUST-004005,2024-09-22,Upgrade,208.72
TXN-00000569,CUST-004217,2024-06-20,Upgrade,275.12
TXN-00000570,CUST-004158,2023-09-10,Add-on,43.14
TXN-00000571,CUST-001035,2023-09-06,Subscription,154.86
TXN-00000572,CUST-000554,2023-03-15,Subscription,146.77
TXN-00000573,CUST-001273,2023-09-30,Add-on,14.48
TXN-00000574,CUST-002694,2024-03-16,Upgrade,275.94
TXN-00000575,CUST-002278,2023-11-28,Upgrade,71.28
TXN-00000576,CUST-000089,2024-12-02,Upgrade,293.46
TXN-00000577,CUST-004537,2024-08-12,Upgrade,288.9
TXN-00000578,CUST-000679,2023-04-02,Subscription,146.48
TXN-00000579,CUST-003037,2023-04-26,Add-on,19.16
TXN-00000580,CUST-003621,2024-11-18,Renewal,501.84
TXN-00000581,CUST-003297,2024-02-28,Upgrade,276.26
TXN-00000582,CUST-000466,2024-03-09,Subscription,144.21
TXN-00000583,CUST-000364,2024-01-10,Subscription,147.18
TXN-00000584,CUST-003240,2023-12-23,Subscription,51.94
TXN-00000585,CUST-000419,2023-07-15,Subscription,41.1
TXN-00000586,CUST-003446,2023-11-25,Subscription,152.95
TXN-00000587,CUST-000526,2023-12-19,Upgrade,74.16
TXN-00000588,CUST-000222,2024-08-31,Add-on,9.32
TXN-00000589,CUST-004903,2024-11-02,Add-on,16.92
TXN-00000590,CUST-003629,2023-01-25,Upgrade,61.69
TXN-00000591,CUST-003122,2023-11-09,Upgrade,253.28
TXN-00000592,CUST-004090,2023-06-23,Subscription,142.94
TXN-00000593,CUST-003693,2023-12-25,Upgrade,97.0
TXN-00000594,CUST-003808,2024-09-23,Upgrade,263.6
TXN-00000595,CUST-003943,2024-03-28,Upgrade,729.77
TXN-00000596,CUST-000680,2024-09-30,Add-on,22.57
TXN-00000597,CUST-000156,2023-05-30,Upgrade,79.49
TXN-00000598,CUST-002826,2024-03-27,Renewal,487.53
TXN-00000599,CUST-000196,2023-02-15,Subscription,151.68
TXN-00000600,CUST-004859,2023-08-28,Upgrade,60.85
TXN-00000601,CUST-004572,2023-07-24,Upgrade,69.38
TXN-00000602,CUST-000491,2024-12-02,Upgrade,90.88
TXN-00000603,CUST-002267,2024-01-18,Add-on,9.99
TXN-00000604,CUST-004609,2023-06-09,Add-on,12.98
TXN-00000605,CUST-003407,2023-03-29,Renewal,42.02
TXN-00000606,CUST-003918,2023-04-26,Add-on,63.29
TXN-00000607,CUST-003422,2023-02-25,Add-on,22.51
TXN-00000608,CUST-002305,2023-09-06,Upgrade,61.22
TXN-00000609,CUST-000579,2024-09-27,Upgrade,828.18
TXN-00000610,CUST-004107,2023-06-01,Add-on,11.75
TXN-00000611,CUST-001367,2023-10-22,Upgrade,80.53
TXN-00000612,CUST-003497,2023-01-15,Renewal,503.3
TXN-00000613,CUST-003908,2023-12-18,Add-on,47.49
TXN-00000614,CUST-000188,2024-12-11,Add-on,5.1
TXN-00000615,CUST-001504,2023-04-24,Renewal,43.09
TXN-00000616,CUST-004526,2023-11-09,Renewal,52.09
TXN-00000617,CUST-004112,2024-04-05,Subscription,153.68
TXN-00000618,CUST-002772,2024-04-27,Upgrade,201.72
TXN-00000619,CUST-003608,2023-01-24,Add-on,10.2
TXN-00000620,CUST-001032,2023-12-06,Renewal,49.7
TXN-00000621,CUST-002543,2023-08-03,Renewal,148.93
TXN-00000622,CUST-001348,2024-07-04,Upgrade,946.14
TXN-00000623,CUST-000926,2023-08-05,Add-on,47.37
TXN-00000624,CUST-000309,2023-07-28,Upgrade,739.51
TXN-00000625,CUST-003567,2024-07-13,Subscription,495.31
TXN-00000626,CUST-003637,2024-06-19,Add-on,68.89
TXN-00000627,CUST-002527,2023-09-22,Upgrade,242.25
TXN-00000628,CUST-001805,2024-07-15,Renewal,50.24
TXN-00000629,CUST-000214,2024-05-09,Renewal,152.44
TXN-00000630,CUST-004231,2024-09-29,Renewal,49.07
TXN-00000631,CUST-000976,2023-05-25,Upgrade,854.53
TXN-00000632,CUST-004507,2024-12-12,Add-on,7.53
TXN-00000633,CUST-003492,2024-12-16,Add-on,23.26
TXN-00000634,CUST-002924,2024-11-15,Upgrade,71.93
TXN-00000635,CUST-001336,2023-01-19,Renewal,150.42
TXN-00000636,CUST-004690,2024-01-21,Upgrade,258.07
TXN-00000637,CUST-004366,2024-08-19,Add-on,36.39
TXN-00000638,CUST-004481,2024-11-10,Renewal,50.24
TXN-00000639,CUST-004115,2024-06-23,Subscription,52.97
TXN-00000640,CUST-002371,2023-02-14,Add-on,71.91
TXN-00000641,CUST-000854,2023-09-19,Upgrade,799.84
TXN-00000642,CUST-002546,2023-06-24,Renewal,37.77
TXN-00000643,CUST-000193,2023-03-03,Renewal,148.46
TXN-00000644,CUST-004999,2023-10-18,Add-on,11.35
TXN-00000645,CUST-000989,2023-07-25,Add-on,22.25
TXN-00000646,CUST-003887,2024-12-14,Subscription,154.05
TXN-00000647,CUST-001287,2024-09-24,Add-on,66.75
TXN-00000648,CUST-001353,2023-10-05,Renewal,41.0
TXN-00000649,CUST-002421,2023-02-24,Renewal,50.61
TXN-00000650,CUST-001011,2024-04-21,Upgrade,189.68
TXN-00000651,CUST-003296,2024-11-01,Add-on,29.28
TXN-00000652,CUST-003642,2023-01-09,Upgrade,58.95
TXN-00000653,CUST-000352,2023-03-10,Subscription,497.6
TXN-00000654,CUST-003152,2024-02-02,Renewal,152.7
TXN-00000655,CUST-004002,2024-11-07,Renewal,151.31
TXN-00000656,CUST-000176,2023-10-05,Add-on,67.32
TXN-00000657,CUST-004960,2024-11-09,Subscription,47.97
TXN-00000658,CUST-000166,2024-11-06,Add-on,161.58
TXN-00000659,CUST-000424,2024-01-04,Renewal,53.29
TXN-00000660,CUST-000851,2023-04-21,Add-on,18.18
TXN-00000661,CUST-002461,2023-01-20,Upgrade,94.65
TXN-00000662,CUST-001656,2023-10-27,Upgrade,90.02
TXN-00000663,CUST-000755,2024-10-26,Renewal,511.5
TXN-00000664,CUST-002509,2024-01-31,Add-on,34.94
TXN-00000665,CUST-003623,2023-08-25,Upgrade,180.19
TXN-00000666,CUST-003836,2024-01-25,Add-on,7.73
TXN-00000667,CUST-004242,2024-06-04,Renewal,134.96
TXN-00000668,CUST-002954,2024-12-27,Add-on,11.4
TXN-00000669,CUST-004280,2023-04-12,Renewal,56.7
TXN-00000670,CUST-004695,2023-11-20,Renewal,52.81
TXN-00000671,CUST-003512,2024-05-11,Add-on,68.0
TXN-00000672,CUST-002276,2024-09-03,Upgrade,820.16
TXN-00000673,CUST-003489,2024-06-28,Add-on,12.63
TXN-00000674,CUST-002989,2023-04-01,Upgrade,261.22
TXN-00000675,CUST-001403,2023-07-10,Renewal,44.61
TXN-00000676,CUST-001926,2023-07-23,Upgrade,58.96
TXN-00000677,CUST-000632,2024-05-27,Add-on,57.12
TXN-00000678,CUST-001738,2024-04-13,Upgrade,94.04
TXN-00000679,CUST-004943,2024-07-28,Upgrade,85.38
TXN-00000680,CUST-003500,2024-12-30,Add-on,5.44
TXN-00000681,CUST-003839,2023-01-23,Upgrade,686.38
TXN-00000682,CUST-001801,2023-02-10,Renewal,47.79
TXN-00000683,CUST-004292,2023-09-11,Renewal,149.5
TXN-00000684,CUST-001638,2024-06-26,Upgrade,266.71
TXN-00000685,CUST-002299,2023-11-09,Add-on,20.7
TXN-00000686,CUST-004510,2023-12-08,Subscription,50.06
TXN-00000687,CUST-004414,2024-05-16,Add-on,22.79
TXN-00000688,CUST-000545,2024-02-07,Renewal,139.2
TXN-00000689,CUST-002700,2023-06-10,Subscription,40.48
TXN-00000690,CUST-002167,2023-01-19,Upgrade,608.02
TXN-00000691,CUST-002531,2023-12-22,Renewal,59.99
TXN-00000692,CUST-000704,2024-12-01,Renewal,43.58
TXN-00000693,CUST-001021,2023-12-27,Upgrade,97.75
TXN-00000694,CUST-004684,2023-12-30,Upgrade,226.39
TXN-00000695,CUST-002211,2024-10-02,Add-on,18.01
TXN-00000696,CUST-004198,2023-11-06,Add-on,240.05
TXN-00000697,CUST-004670,2023-08-30,Upgrade,246.92
TXN-00000698,CUST-000373,2024-05-28,Add-on,15.37
TXN-00000699,CUST-004065,2023-10-10,Renewal,155.37
TXN-00000700,CUST-003155,2023-03-05,Add-on,17.44
TXN-00000701,CUST-001469,2024-10-02,Renewal,500.46
TXN-00000702,CUST-004158,2023-09-21,Upgrade,269.41
TXN-00000703,CUST-002662,2024-02-01,Subscription,151.59
TXN-00000704,CUST-003818,2023-01-31,Renewal,45.83
TXN-00000705,CUST-000095,2024-07-22,Subscription,51.54
TXN-00000706,CUST-002314,2023-10-14,Renewal,55.04
TXN-00000707,CUST-004530,2023-08-19,Upgrade,774.1
TXN-00000708,CUST-003191,2023-06-05,Add-on,196.11
TXN-00000709,CUST-003892,2023-12-16,Renewal,152.53
TXN-00000710,CUST-001927,2024-02-07,Upgrade,64.2
TXN-00000711,CUST-004409,2024-11-03,Subscription,43.11
TXN-00000712,CUST-000673,2023-05-21,Renewal,148.02
TXN-00000713,CUST-004022,2023-03-31,Subscription,492.49
TXN-00000714,CUST-000239,2024-01-27,Add-on,15.29
TXN-00000715,CUST-000746,2024-06-17,Upgrade,228.42
TXN-00000716,CUST-002787,2024-11-25,Subscription,46.2
TXN-00000717,CUST-004269,2024-09-19,Subscription,49.7
TXN-00000718,CUST-004902,2024-10-02,Renewal,58.0
TXN-00000719,CUST-001171,2024-12-03,Upgrade,77.76
TXN-00000720,CUST-004414,2023-08-21,Renewal,52.12
TXN-00000721,CUST-000809,2024-03-03,Subscription,137.15
TXN-00000722,CUST-001591,2023-09-04,Subscription,42.81
TXN-00000723,CUST-000719,2024-08-09,Upgrade,71.97
TXN-00000724,CUST-002447,2023-06-06,Subscription,147.65
TXN-00000725,CUST-004452,2024-03-12,Renewal,161.77
TXN-00000726,CUST-004192,2023-11-16,Upgrade,83.32
TXN-00000727,CUST-002190,2024-09-11,Renewal,150.25
TXN-00000728,CUST-003550,2023-12-04,Upgrade,90.44
TXN-00000729,CUST-003758,2024-04-04,Renewal,50.35
TXN-00000730,CUST-004636,2024-07-09,Subscription,40.24
TXN-00000731,CUST-001723,2023-05-15,Renewal,141.95
TXN-00000732,CUST-002034,2023-07-31,Upgrade,203.46
TXN-00000733,CUST-002659,2024-10-30,Subscription,49.03
TXN-00000734,CUST-001958,2023-05-22,Subscription,146.44
TXN-00000735,CUST-001506,2024-08-17,Add-on,72.99
TXN-00000736,CUST-002185,2024-07-08,Renewal,50.51
TXN-00000737,CUST-000276,2024-12-01,Renewal,57.03
TXN-00000738,CUST-000743,2023-07-27,Subscription,145.54
TXN-00000739,CUST-003233,2023-05-22,Upgrade,210.24
TXN-00000740,CUST-000156,2023-11-13,Renewal,47.15
TXN-00000741,CUST-002229,2024-12-06,Add-on,156.54
TXN-00000742,CUST-002026,2024-12-23,Upgrade,83.26
TXN-00000743,CUST-001788,2024-06-20,Subscription,144.97
TXN-00000744,CUST-001937,2023-05-19,Upgrade,69.11
TXN-00000745,CUST-004716,2024-03-16,Subscription,47.63
TXN-00000746,CUST-002080,2023-05-29,Add-on,30.22
TXN-00000747,CUST-001554,2024-11-02,Renewal,44.25
TXN-00000748,CUST-002454,2024-08-01,Upgrade,213.15
TXN-00000749,CUST-004124,2023-06-11,Add-on,118.48
TXN-00000750,CUST-003889,2023-11-22,Renewal,49.42
TXN-00000751,CUST-003882,2023-03-11,Renewal,39.59
TXN-00000752,CUST-003343,2024-07-24,Upgrade,64.67
TXN-00000753,CUST-001440,2024-06-29,Add-on,16.42
TXN-00000754,CUST-003543,2023-05-02,Add-on,25.21
TXN-00000755,CUST-003640,2023-07-08,Upgrade,277.11
TXN-00000756,CUST-003528,2023-11-22,Upgrade,220.55
TXN-00000757,CUST-002357,2023-05-30,Renewal,500.27
TXN-00000758,CUST-002898,2023-01-31,Add-on,15.46
TXN-00000759,CUST-003955,2023-11-23,Add-on,14.5
TXN-00000760,CUST-000765,2024-02-28,Renewal,502.73
TXN-00000761,CUST-000087,2024-02-26,Upgrade,290.69
TXN-00000762,CUST-003350,2023-11-07,Upgrade,204.12
TXN-00000763,CUST-002146,2024-03-29,Subscription,146.57
TXN-00000764,CUST-003043,2024-10-14,Renewal,52.02
TXN-00000765,CUST-001488,2023-10-08,Upgrade,91.66
TXN-00000766,CUST-004019,2023-06-05,Add-on,12.91
TXN-00000767,CUST-003641,2023-07-12,Subscription,152.63
TXN-00000768,CUST-002544,2023-04-20,Upgrade,872.76
TXN-00000769,CUST-004312,2023-05-15,Renewal,47.14
TXN-00000770,CUST-000481,2023-07-09,Add-on,67.23
TXN-00000771,CUST-001138,2023-01-27,Subscription,499.98
TXN-00000772,CUST-004030,2024-09-18,Subscription,48.48
TXN-00000773,CUST-004419,2024-09-23,Upgrade,243.04
TXN-00000774,CUST-001070,2023-10-01,Renewal,50.45
TXN-00000775,CUST-000639,2024-09-12,Renewal,48.89
TXN-00000776,CUST-004597,2024-08-03,Add-on,17.95
TXN-00000777,CUST-000910,2024-09-19,Renewal,50.06
TXN-00000778,CUST-003660,2023-08-25,Subscription,495.05
TXN-00000779,CUST-001700,2024-09-02,Renewal,48.56
TXN-00000780,CUST-003418,2023-08-26,Renewal,155.52
TXN-00000781,CUST-001476,2023-08-25,Subscription,499.19
TXN-00000782,CUST-001916,2024-12-04,Renewal,48.64
TXN-00000783,CUST-003120,2023-01-27,Upgrade,276.82
TXN-00000784,CUST-002292,2024-01-03,Upgrade,72.65
TXN-00000785,CUST-000632,2023-03-23,Add-on,73.15
TXN-00000786,CUST-000776,2024-12-05,Upgrade,73.82
TXN-00000787,CUST-001443,2024-05-03,Subscription,146.22
TXN-00000788,CUST-004072,2023-05-18,Subscription,145.51
TXN-00000789,CUST-002072,2024-05-29,Subscription,52.88
TXN-00000790,CUST-000621,2024-09-11,Renewal,55.12
TXN-00000791,CUST-004711,2024-04-25,Subscription,44.36
TXN-00000792,CUST-001186,2024-12-30,Upgrade,185.6
TXN-00000793,CUST-004177,2024-10-27,Add-on,6.74
TXN-00000794,CUST-002704,2024-01-18,Subscription,44.49
TXN-00000795,CUST-000875,2023-07-08,Subscription,44.78
TXN-00000796,CUST-004695,2024-02-01,Renewal,54.18
TXN-00000797,CUST-002416,2024-05-18,Upgrade,225.65
TXN-00000798,CUST-000727,2024-04-30,Add-on,24.32
TXN-00000799,CUST-003517,2023-05-21,Subscription,494.2
TXN-00000800,CUST-002885,2023-06-17,Subscription,47.28
TXN-00000801,CUST-000221,2023-07-17,Upgrade,75.72
TXN-00000802,CUST-001229,2023-08-20,Upgrade,264.3
TXN-00000803,CUST-001517,2023-02-03,Upgrade,237.92
TXN-00000804,CUST-000483,2024-02-23,Add-on,19.61
TXN-00000805,CUST-002621,2023-01-16,Add-on,217.81
TXN-00000806,CUST-002441,2023-10-04,Upgrade,213.27
TXN-00000807,CUST-004754,2024-02-27,Renewal,144.08
TXN-00000808,CUST-001533,2023-08-16,Renewal,498.8
TXN-00000809,CUST-000015,2024-11-18,Renewal,56.05
TXN-00000810,CUST-004959,2023-07-27,Upgrade,187.92
TXN-00000811,CUST-004853,2023-07-29,Add-on,10.72
TXN-00000812,CUST-003783,2023-03-09,Subscription,46.72
TXN-00000813,CUST-001737,2023-07-01,Add-on,68.52
TXN-00000814,CUST-000635,2024-03-25,Subscription,55.21
TXN-00000815,CUST-002528,2024-09-23,Add-on,52.95
TXN-00000816,CUST-001303,2024-05-16,Subscription,41.82
TXN-00000817,CUST-001684,2024-12-05,Subscription,50.06
TXN-00000818,CUST-000557,2023-11-29,Subscription,44.31
TXN-00000819,CUST-004215,2024-04-13,Renewal,40.16
TXN-00000820,CUST-000292,2023-09-10,Renewal,54.44
TXN-00000821,CUST-001929,2024-03-13,Upgrade,283.71
TXN-00000822,CUST-001451,2024-02-19,Subscription,142.84
TXN-00000823,CUST-002381,2023-02-12,Subscription,48.79
TXN-00000824,CUST-004541,2024-09-14,Add-on,10.32
TXN-00000825,CUST-000918,2024-01-25,Subscription,144.15
TXN-00000826,CUST-002693,2023-11-17,Subscription,47.5
TXN-00000827,CUST-000612,2024-02-08,Renewal,144.63
TXN-00000828,CUST-004923,2024-09-18,Subscription,150.09
TXN-00000829,CUST-001824,2024-08-08,Add-on,147.12
TXN-00000830,CUST-003437,2024-08-31,Subscription,47.52
TXN-00000831,CUST-001228,2024-07-03,Subscription,503.77
TXN-00000832,CUST-001571,2024-06-21,Subscription,158.38
TXN-00000833,CUST-003281,2024-10-18,Add-on,8.48
TXN-00000834,CUST-002517,2024-12-22,Upgrade,59.31
TXN-00000835,CUST-000338,2023-02-09,Subscription,146.06
TXN-00000836,CUST-000073,2024-06-17,Upgrade,92.23
TXN-00000837,CUST-001526,2023-04-22,Renewal,501.78
TXN-00000838,CUST-003818,2024-04-07,Renewal,40.68
TXN-00000839,CUST-001587,2024-04-12,Subscription,56.73
TXN-00000840,CUST-001187,2023-02-13,Renewal,142.69
TXN-00000841,CUST-002320,2023-09-09,Subscription,503.42
TXN-00000842,CUST-003331,2024-06-15,Subscription,155.16
TXN-00000843,CUST-002383,2024-07-04,Subscription,497.45
TXN-00000844,CUST-001055,2024-02-10,Upgrade,179.87
TXN-00000845,CUST-002177,2023-02-10,Add-on,96.6
TXN-00000846,CUST-000318,2024-07-25,Upgrade,894.73
TXN-00000847,CUST-001185,2024-02-01,Subscription,45.08
TXN-00000848,CUST-003930,2024-06-12,Upgrade,991.21
TXN-00000849,CUST-003573,2024-10-07,Add-on,18.16
TXN-00000850,CUST-002730,2023-02-20,Add-on,37.03
TXN-00000851,CUST-000421,2023-07-14,Add-on,11.78
TXN-00000852,CUST-004131,2023-10-26,Add-on,15.14
TXN-00000853,CUST-002120,2024-03-26,Upgrade,183.11
TXN-00000854,CUST-004783,2024-02-12,Subscription,151.56
TXN-00000855,CUST-001379,2023-11-08,Upgrade,884.05
TXN-00000856,CUST-002419,2023-10-20,Add-on,6.24
TXN-00000857,CUST-002178,2024-04-17,Upgrade,256.64
TXN-00000858,CUST-003509,2023-06-20,Subscription,501.23
TXN-00000859,CUST-003658,2024-03-08,Renewal,45.8
TXN-00000860,CUST-000332,2023-10-29,Subscription,45.83
TXN-00000861,CUST-003431,2024-09-19,Renewal,43.82
TXN-00000862,CUST-000186,2023-02-25,Subscription,500.12
TXN-00000863,CUST-000920,2024-12-07,Renewal,151.6
TXN-00000864,CUST-004080,2024-06-13,Subscription,48.99
TXN-00000865,CUST-000278,2023-05-26,Upgrade,93.13
TXN-00000866,CUST-003158,2024-04-19,Renewal,47.53
TXN-00000867,CUST-004740,2024-10-23,Subscription,142.08
TXN-00000868,CUST-004818,2024-04-07,Subscription,49.78
TXN-00000869,CUST-003294,2023-04-03,Add-on,23.6
TXN-00000870,CUST-002158,2024-05-27,Renewal,43.8
TXN-00000871,CUST-002017,2023-04-26,Subscription,42.32
TXN-00000872,CUST-002070,2023-07-04,Subscription,43.0
TXN-00000873,CUST-003644,2024-08-22,Renewal,40.8
TXN-00000874,CUST-002886,2024-12-13,Subscription,143.93
TXN-00000875,CUST-000486,2024-07-13,Upgrade,784.45
TXN-00000876,CUST-002926,2023-05-19,Upgrade,69.13
TXN-00000877,CUST-004080,2024-02-07,Subscription,54.71
